Sr. No,Symbol,Company Name,MarketCap
1101,STERTOOLS,Sterling Tools Limited,128588
1102,SHALPAINTS,Shalimar Paints Limited,128329
1103,CLSEL,Chaman Lal Setia Exports Limited,127859
1104,INDIANHUME,Indian Hume Pipe Company Limited,127859
1105,TVTODAY,TV Today Network Limited,127780
1106,REPRO,Repro India Limited,125888
1107,IMPAL,India Motor Parts and Accessories Limited,125736
1108,STEELCAS,Steelcast Limited,124496
1109,HESTERBIO,Hester Biosciences Limited,124022
1110,JYOTISTRUC,Jyoti Structures Limited,122781
1111,ZOTA,Zota Health Care LImited,122116
1112,LINCOLN,Lincoln Pharmaceuticals Limited,122081
1113,INDNIPPON,India Nippon Electricals Limited,120979
1114,XCHANGING,Xchanging Solutions Limited,120038
1115,CENTRUM,Centrum Capital Limited,117529
1116,RICOAUTO,Rico Auto Industries Limited,117224
1117,FOCUS,Focus Lighting and Fixtures Limited,117217
1118,KOPRAN,Kopran Limited,116313
1119,BIGBLOC,Bigbloc Construction Limited,116021
1120,SHIVALIK,Shivalik Rasayan Limited,115746
1121,GICHSGFIN,GIC Housing Finance Limited,115537
1122,JAYBARMARU,Jay Bharat Maruti Limited,115070
1123,DLINKINDIA,D-Link (India) Limited,114858
1124,TFCILTD,Tourism Finance Corporation of India Limited,114818
1125,INNOVANA,Innovana Thinklabs Limited,114810
1126,EXCELINDUS,Excel Industries Limited,114136
1127,ONMOBILE,OnMobile Global Limited,113809
1128,GRMOVER,GRM Overseas Limited,113550
1129,REMUS,Remus Pharmaceuticals Limited,112737
1130,TRACXN,Tracxn Technologies Limited,112595
1131,HERCULES,Hercules Hoists Limited,112400
1132,AGSTRA,AGS Transact Technologies Limited,111630
1133,TREL,Transindia Real Estate Limited,111546
1134,ARIHANTSUP,Arihant Superstructures Limited,111544
1135,DVL,Dhunseri Ventures Limited,111186
1136,UNIENTER,Uniphos Enterprises Limited,110474
1137,LIKHITHA,Likhitha Infrastructure Limited,110342
1138,GANESHBE,Ganesh Benzoplast Limited,109929
1139,SKYGOLD,Sky Gold Limited,109432
1140,SPORTKING,Sportking India Limited,109095
1141,FAZE3Q,Faze Three Limited,108280
1142,KAMOPAINTS,Kamdhenu Ventures Limited,107855
1143,CHEMCON,Chemcon Speciality Chemicals Limited,107291
1144,RAJRILTD,Raj Rayon Industries Limited,107046
1145,GFLLIMITED,GFL Limited,106774
1146,INFOBEAN,InfoBeans Technologies Limited,106524
1147,CREATIVE,Creative Newtech Limited,106170
1148,SMCGLOBAL,SMC Global Securities Limited,106113
1149,SNOWMAN,Snowman Logistics Limited,106101
1150,CONSOFINVT,Consolidated Finvest & Holdings Limited,105966
1151,NINSYS,NINtec Systems Limited,105725
1152,ASIANENE,Asian Energy Services Limited,105467
1153,MKPL,M K Proteins Limited,105167
1154,GIRIRAJ,Giriraj Civil Developers Limited,104664
1155,SBGLP,Suratwwala Business Group Limited,104085
1156,BODALCHEM,Bodal Chemicals Limited,104028
1157,RUSHIL,Rushil Decor Limited,103950
1158,V2RETAIL,V2 Retail Limited,103906
1159,VISHNUINFR,Vishnusurya Projects and Infra Limited,103902
1160,BAJAJHCARE,Bajaj Healthcare Limited,103770
1161,CSLFINANCE,CSL Finance Limited,103684
1162,RAMCOSYS,Ramco Systems Limited,102990
1163,PANACEABIO,Panacea Biotec Limited,102840
1164,RSWM,RSWM Limited,102446
1165,NAHARSPING,Nahar Spinning Mills Limited,102281
1166,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,101884
1167,SKMEGGPROD,SKM Egg Products Export (India) Limited,101634
1168,DBOL,Dhampur Bio Organics Limited,101540
1169,NCLIND,NCL Industries Limited,100575
1170,SMSPHARMA,SMS Pharmaceuticals Limited,100482
1171,ACL,Andhra Cements Limited,100422
1172,VHL,Vardhman Holdings Limited,100336
1173,NDRAUTO,Ndr Auto Components Limited,99857
1174,LINC,Linc Limited,99473
1175,ALLSEC,Allsec Technologies Limited,99430
1176,ONEPOINT,One Point One Solutions Limited,99185
1177,RGL,Renaissance Global Limited,99112
1178,DENTALKART,Vasa Denticity Limited,99100
1179,STEELXIND,STEEL EXCHANGE INDIA LIMITED,98628
1180,KAMDHENU,Kamdhenu Limited,98557
1181,AMBIKCO,Ambika Cotton Mills Limited,98364
1182,KELLTONTEC,Kellton Tech Solutions Limited,97860
1183,ICEMAKE,Ice Make Refrigeration Limited,97329
1184,SPENCERS,Spencer's Retail Limited,97125
1185,MOTISONS,Motisons Jewellers Limited,96625
1186,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,96295
1187,MAGADSUGAR,Magadh Sugar & Energy Limited,96063
1188,GPTINFRA,GPT Infraprojects Limited,95984
1189,SCHAND,S Chand And Company Limited,95967
1190,ASIANTILES,Asian Granito India Limited,95439
1191,DYCL,Dynamic Cables Limited,95387
1192,SUTLEJTEX,Sutlej Textiles and Industries Limited,95266
1193,E2E,E2E Networks Limited,95232
1194,WEBELSOLAR,Websol Energy System Limited,95189
1195,RADIANTCMS,Radiant Cash Management Services Limited,95023
1196,PPL,Prakash Pipes Limited,94992
1197,CENTENKA,Century Enka Limited,94930
1198,ZEEMEDIA,Zee Media Corporation Limited,94440
1199,GANDHITUBE,Gandhi Special Tubes Limited,94170
1200,MSPL,MSP Steel & Power Limited,93849
1201,YUKEN,Yuken India Limited,92963
1202,HIRECT,Hind Rectifiers Limited,92469
1203,EIMCOELECO,Eimco Elecon (India) Limited,92291
1204,UGARSUGAR,The Ugar Sugar Works Limited,92138
1205,AMNPLST,Amines & Plasticizers Limited,92103
1206,HPAL,HP Adhesives Limited,92058
1207,SREEL,Sreeleathers Limited,91960
1208,ORIENTPPR,Orient Paper & Industries Limited,91770
1209,SPECIALITY,Speciality Restaurants Limited,90853
1210,JUBLINDS,Jubilant Industries Limited,90689
1211,TRU,TruCap Finance Limited,90597
1212,ORIANA,Oriana Power Limited,90340
1213,TNPETRO,Tamilnadu PetroProducts Limited,90241
1214,VIMTALABS,Vimta Labs Limited,89448
1215,DPWIRES,D P Wires Limited,89324
1216,KERNEX,Kernex Microsystems (India) Limited,89224
1217,WINDLAS,Windlas Biotech Limited,89174
1218,DHARMAJ,Dharmaj Crop Guard Limited,88667
1219,VINYAS,Vinyas Innovative Technologies Limited,88596
1220,INDOAMIN,Indo Amines Limited,88372
1221,SILVERTUC,Silver Touch Technologies Limited,88139
1222,GKWLIMITED,GKW Limited,87857
1223,ASALCBR,Associated Alcohols & Breweries Ltd.,87512
1224,MUNJALAU,Munjal Auto Industries Limited,87100
1225,ENIL,Entertainment Network (India) Limited,87022
1226,BLAL,BEML Land Assets Limited,86870
1227,ROHLTD,Royal Orchid Hotels Limited,86842
1228,CHEVIOT,Cheviot Company Limited,86727
1229,WALCHANNAG,Walchandnagar Industries Limited,86664
1230,MANAKSIA,Manaksia Limited,86145
1231,HITECHGEAR,The Hi-Tech Gears Limited,86033
1232,FOODSIN,Foods & Inns Limited,85950
1233,PAKKA,PAKKA LIMITED,85719
1234,BIRLACABLE,Birla Cable Limited,85680
1235,KOTHARIPET,Kothari Petrochemicals Limited,85474
1236,SAKAR,Sakar Healthcare Limited,85410
1237,KOTYARK,Kotyark Industries Limited,85352
1238,TBZ,Tribhovandas Bhimji Zaveri Limited,85315
1239,SANDESH,The Sandesh Limited,85016
1240,HEXATRADEX,Hexa Tradex Limited,84994
1241,BCONCEPTS,Brand Concepts Limited,84830
1242,VINYLINDIA,Vinyl Chemicals (India) Limited,83471
1243,OCCL,Oriental Carbon & Chemicals Limited,82848
1244,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,82688
1245,3IINFOLTD,3i Infotech Limited,82611
1246,STCINDIA,The State Trading Corporation of India Limited,82440
1247,CREST,Crest Ventures Limited,82036
1248,DENORA,De Nora India Limited,81466
1249,SWELECTES,Swelect Energy Systems Limited,80190
1250,ZUARI,Zuari Agro Chemicals Limited,79469
1251,DECCANCE,Deccan Cements Limited,79128
1252,DSSL,Dynacons Systems & Solutions Limited,78678
1253,MOLDTECH,Mold-Tek Technologies Limited,78515
1254,RUBYMILLS,The Ruby Mills Limited,78066
1255,DHANBANK,Dhanlaxmi Bank Limited,77548
1256,URJA,Urja Global Limited,77242
1257,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,77150
1258,MAANALU,Maan Aluminium Limited,76963
1259,MENONBE,Menon Bearings Limited,76943
1260,SUKHJITS,Sukhjit Starch & Chemicals Limited,76595
1261,PLASTIBLEN,Plastiblends India Limited,76434
1262,MEDICAMEQ,Medicamen Biotech Limited,76305
1263,GSLSU,Global Surfaces Limited,76266
1264,ADSL,Allied Digital Services Limited,75744
1265,VALIANTLAB,Valiant Laboratories Limited,75255
1266,BALAJITELE,Balaji Telefilms Limited,75241
1267,JAYAGROGN,Jayant Agro Organics Limited,74940
1268,SELAN,Selan Exploration Technology Limited,74898
1269,MICEL,MIC Electronics Limited,74849
1270,VISAKAIND,Visaka Industries Limited,74611
1271,ESTER,Ester Industries Limited,74054
1272,EMKAYTOOLS,Emkay Taps and Cutting Tools Limited,73952
1273,KECL,Kirloskar Electric Company Limited,73520
1274,ELIN,Elin Electronics Limited,73421
1275,INDOBORAX,Indo Borax & Chemicals Limited,72989
1276,ARIHANTCAP,Arihant Capital Markets Limited,72358
1277,DHUNINV,Dhunseri Investments Limited,72188
1278,NECLIFE,Nectar Lifesciences Limited,72100
1279,SEMAC,SEMAC CONSULTANTS LIMITED,71920
1280,EMAMIPAP,Emami Paper Mills Limited,71903
1281,BHAGERIA,Bhageria Industries Limited,71336
1282,ELDEHSG,Eldeco Housing And Industries Limited,71299
1283,VLSFINANCE,VLS Finance Limited,71161
1284,VIKASLIFE,Vikas Lifecare Limited,71128
1285,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,71032
1286,FCSSOFT,FCS Software Solutions Limited,70946
1287,PYRAMID,Pyramid Technoplast Limited,70829
1288,CHEMBOND,Chembond Chemicals Ltd,70577
1289,MAXIND,Max India Limited,70455
1290,INDOTECH,Indo Tech Transformers Limited,70347
1291,BGRENERGY,BGR Energy Systems Limited,70141
1292,APEX,Apex Frozen Foods Limited,69922
1293,MEDICO,Medico Remedies Limited,69541
1294,BASILIC,Basilic Fly Studio Limited,68512
1295,MALLCOM,Mallcom (India) Limited,68428
1296,NRAIL,N R Agarwal Industries Limited,67770
1297,SALZERELEC,Salzer Electronics Limited,67415
1298,AXITA,Axita Cotton Limited,67177
1299,OSWALGREEN,Oswal Greentech Limited,67027
1300,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,66971
1301,HMVL,Hindustan Media Ventures Limited,66931
1302,HCL-INSYS,HCL Infosystems Limited,66830
1303,HINDCOMPOS,Hindustan Composites Limited,66785
1304,CELLECOR,Cellecor Gadgets Limited,66709
1305,GHCLTEXTIL,GHCL Textiles Limited,66575
1306,KAMATHOTEL,Kamat Hotels (I) Limited,66563
1307,ASAL,Automotive Stampings and Assemblies Limited,66551
1308,TVSELECT,TVS Electronics Limited,66423
1309,ARROWGREEN,Arrow Greentech Limited,66319
1310,ESSARSHPNG,Essar Shipping Limited,66232
1311,IRISDOREME,Iris Clothings Limited,66195
1312,RBL,Rane Brake Lining Limited,65932
1313,RITCO,Ritco Logistics Limited,65769
1314,JETAIRWAYS,Jet Airways (India) Limited,65432
1315,VERTOZ,Vertoz Advertising Limited,65249
1316,LOKESHMACH,Lokesh Machines Limited,65207
1317,DIGISPICE,DiGiSPICE Technologies Limited,65114
1318,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,64606
1319,GRPLTD,GRP Limited,64067
1320,KHADIM,Khadim India Limited,64044
1321,MIRZAINT,Mirza International Limited,63987
1322,VLEGOV,VL E-Governance & IT Solutions Limited,63889
1323,HUBTOWN,Hubtown Limited,63588
1324,SBC,SBC Exports Limited,63492
1325,APCL,Anjani Portland Cement Limited,62421
1326,DEEPENR,DEEP ENERGY RESOURCES LIMITED,62336
1327,20MICRONS,20 Microns Limited,62175
1328,MUTHOOTCAP,Muthoot Capital Services Limited,61703
1329,RACE,Race Eco Chain Limited,61571
1330,ACCENTMIC,Accent Microcell Limited,61530
1331,SHREYAS,Shreyas Shipping & Logistics Limited,61251
1332,INDSWFTLAB,Ind-Swift Laboratories Limited,61184
1333,GLOBAL,Global Education Limited,61112
1334,ORIENTCER,ORIENT CERATECH LIMITED,61076
1335,JINDALPHOT,Jindal Photo Limited,60934
1336,KRISHIVAL,Krishival Foods Limited,60643
1337,THEINVEST,The Investment Trust Of India Limited,60627
1338,MACPOWER,Macpower CNC Machines Limited,59795
1339,KILITCH,Kilitch Drugs (India) Limited,59392
1340,STEL,Stel Holdings Limited,59380
1341,MINDTECK,Mindteck (India) Limited,59309
1342,ORIENTBELL,Orient Bell Limited,59256
1343,HTMEDIA,HT Media Limited,59234
1344,RADIOCITY,Music Broadcast Limited,59112
1345,NIPPOBATRY,Indo-National Limited,59014
1346,OSIAHYPER,Osia Hyper Retail Limited,58885
1347,ZUARIIND,ZUARI INDUSTRIES LIMITED,58773
1348,KANORICHEM,Kanoria Chemicals & Industries Limited,58702
1349,BIRLAMONEY,Aditya Birla Money Limited,58628
1350,POCL,Pondy Oxides & Chemicals Limited,58438
1351,MUNJALSHOW,Munjal Showa Limited,57753
1352,INTLCONV,International Conveyors Limited,57707
1353,AARTISURF,Aarti Surfactants Limited,57172
1354,BBTCL,B&B Triplewall Containers Limited,56990
1355,CYBERTECH,Cybertech Systems And Software Limited,56832
1356,COOLCAPS,Cool Caps Industries Limited,56760
1357,ZIMLAB,Zim Laboratories Limited,56205
1358,RATNAVEER,Ratnaveer Precision Engineering Limited,55968
1359,PRIMESECU,Prime Securities Limited,55956
1360,BEDMUTHA,Bedmutha Industries Limited,55671
1361,ALBERTDAVD,Albert David Limited,55665
1362,KRITI,Kriti Industries (India) Limited,55506
1363,NAHARPOLY,Nahar Poly Films Limited,55434
1364,WINDMACHIN,Windsor Machines Limited,55387
1365,UNIDT,United Drilling Tools Limited,54818
1366,NAHARINDUS,Nahar Industrial Enterprises Limited,54785
1367,CLEDUCATE,CL Educate Limited,54779
1368,PTL,PTL Enterprises Limited,54672
1369,WEL,Wonder Electricals Limited,54454
1370,VENUSREM,Venus Remedies Limited,54303
1371,DIAMINESQ,Diamines  & Chemicals Limited,54101
1372,WSI,W S Industries (I) Limited,53501
1373,GOKUL,Gokul Refoils and Solvent Limited,53408
1374,SARVESHWAR,Sarveshwar Foods Limited,53345
1375,MMP,MMP Industries Limited,52939
1376,RADHIKAJWE,Radhika Jeweltech Limited,52628
1377,ORICONENT,Oricon Enterprises Limited,52532
1378,CHEMFAB,Chemfab Alkalis Limited,52439
1379,SAHANA,Sahana System Limited,52413
1380,MAZDA,Mazda Limited,52383
1381,GOACARBON,Goa Carbon Limited,52326
1382,ANNAPURNA,Annapurna Swadisht Limited,52274
1383,PROZONER,Prozone Realty Limited,51809
1384,ASMS,Bartronics India Limited,51778
1385,EXXARO,Exxaro Tiles Limited,51676
1386,DONEAR,Donear Industries Limited,51636
1387,DOLPHIN,Dolphin Offshore Enterprises (India) Limited,51286
1388,NAHARCAP,Nahar Capital and Financial Services Limited,51227
1389,AUTOIND,Autoline Industries Limited,50886
1390,PHANTOMFX,Phantom Digital Effects Limited,50541
1391,TIRUPATI,Shree Tirupati Balajee FIBC Limited,50042
1392,PAVNAIND,Pavna Industries Limited,49972
1393,BANSWRAS,Banswara Syntex Limited,49705
1394,MEGASOFT,Megasoft Limited,49537
1395,GENUSPAPER,Genus Paper & Boards Limited,49497
1396,PDMJEPAPER,Pudumjee Paper Products Limited,49279
1397,NDLVENTURE,NDL Ventures Limited,48251
1398,ALLETEC,All E Technologies Limited,48103
1399,SIGMA,Sigma Solve Limited,47883
1400,ORBTEXP,Orbit Exports Limited,47858
1401,GEECEE,GeeCee Ventures Limited,47825
1402,VARDHACRLC,Vardhman Acrylics Limited,47696
1403,GEEKAYWIRE,Geekay Wires Limited,47557
1404,LIBERTSHOE,Liberty Shoes Limited,47490
1405,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,47398
1406,MBLINFRA,MBL Infrastructure Limited,47349
1407,SARLAPOLY,Sarla Performance Fibers Limited,47346
1408,SOUTHWEST,South West Pinnacle Exploration Limited,47322
1409,UNIVPHOTO,Universus Photo Imagings Limited,47180
1410,VIKASECO,Vikas EcoTech Limited,47025
1411,EUROBOND,Euro Panel Products Limited,47016
1412,SHIVAMAUTO,Shivam Autotech Limited,46994
1413,PARSVNATH,Parsvnath Developers Limited,46782
1414,NEWJAISA,Newjaisa Technologies Limited,46666
1415,KRISHNADEF,Krishna Defence and Allied Industries Limited,46471
1416,RBZJEWEL,RBZ Jewellers Limited,46300
1417,IFBAGRO,IFB Agro Industries Limited,46156
1418,SPMLINFRA,SPML Infra Limited,46064
1419,WEALTH,Wealth First Portfolio Managers Limited,45966
1420,SIMPLEXINF,Simplex Infrastructures Limited,45800
1421,SILINV,SIL Investments Limited,45578
1422,NBIFIN,N. B. I. Industrial Finance Company Limited,45531
1423,OSWALAGRO,Oswal Agro Mills Limited,45506
1424,DICIND,DIC India Limited,45454
1425,MODISONLTD,MODISON LIMITED,45235
1426,SGIL,Synergy Green Industries Limited,44955
1427,ASIANHOTNR,Asian Hotels (North) Limited,44801
1428,SAHYADRI,Sahyadri Industries Limited,44409
1429,AVG,AVG Logistics Limited,44287
1430,BALAXI,BALAXI PHARMACEUTICALS LIMITED,44230
1431,RPPINFRA,R.P.P. Infra Projects Limited,44068
1432,KAYA,Kaya Limited,44000
1433,HITECHCORP,Hitech Corporation Limited,43944
1434,PLAZACABLE,Plaza Wires Limited,43883
1435,CINELINE,Cineline India Limited,43874
1436,SHYAMCENT,Shyam Century Ferrous Limited,43708
1437,KOTARISUG,Kothari Sugars And Chemicals Limited,43682
1438,GOLDTECH,Goldstone Technologies Limited,43608
1439,SHEMAROO,Shemaroo Entertainment Limited,43588
1440,KRITINUT,Kriti Nutrients Limited,43515
1441,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,43258
1442,UFO,UFO Moviez India Limited,43185
1443,ESFL,Essen Speciality Films Limited,42899
1444,KORE,Jay Jalaram Technologies Limited,42851
1445,NURECA,Nureca Limited,42791
1446,LORDSCHLO,Lords Chloro Alkali Limited,42749
1447,SHIVAUM,Shiv Aum Steels Limited,42338
1448,BRNL,Bharat Road Network Limited,41849
1449,BPL,BPL Limited,41654
1450,SAKUMA,Sakuma Exports Limited,41634
1451,TRIGYN,Trigyn Technologies Limited,41422
1452,EMAMIREAL,Emami Realty Limited,41326
1453,WANBURY,Wanbury Limited,41276
1454,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,41247
1455,ALANKIT,Alankit Limited,41206
1456,NRL,Nupur Recyclers Limited,41138
1457,BIL,Bhartiya International Limited,41048
1458,LYKALABS,Lyka Labs Limited,40949
1459,IITL,Industrial Investment Trust Limited,40927
1460,IL&FSENGG,IL&FS Engineering and Construction Company Limited,40779
1461,GOLDSTAR,Goldstar Power Limited,40438
1462,KCPSUGIND,KCP Sugar and Industries Corporation Limited,40308
1463,TPLPLASTEH,TPL Plastech Limited,40289
1464,CLOUD,Varanium Cloud Limited,40226
1465,PODDARMENT,Poddar Pigments Limited,40185
1466,CRAYONS,Crayons Advertising Limited,40175
1467,HIGREEN,Hi-Green Carbon Limited,40096
1468,RUCHIRA,Ruchira Papers Limited,39977
1469,SHREERAMA,Shree Rama Multi-Tech Limited,39974
1470,FOCE,Foce India Limited,39926
1471,VMARCIND,V Marc India Limited,39795
1472,NATHBIOGEN,Nath Bio-Genes (India) Limited,39414
1473,VINSYS,Vinsys IT Services India Limited,39337
1474,APOLSINHOT,Apollo Sindoori Hotels Limited,39266
1475,EIFFL,Euro India Fresh Foods Limited,39258
1476,NDL,Nandan Denim Limited,38487
1477,REMSONSIND,Remsons Industries Limited,38462
1478,SAAKSHI,Saakshi Medtech and Panels Limited,38419
1479,SYSTANGO,Systango Technologies Limited,38249
1480,VIPCLOTHNG,VIP Clothing Limited,38201
1481,MAWANASUG,Mawana Sugars Limited,37806
1482,BROOKS,Brooks Laboratories Limited,37690
1483,RAMAPHO,Rama Phosphates Limited,37651
1484,TIL,TIL Limited,37629
1485,PVP,PVP Ventures Limited,37628
1486,KOTHARIPRO,Kothari Products Limited,37454
1487,RBMINFRA,Rbm Infracon Limited,37411
1488,ANMOL,Anmol India Limited,37222
1489,IVC,IL&FS Investment Managers Limited,37056
1490,AURUM,Aurum PropTech Limited,36961
1491,SADBHAV,Sadbhav Engineering Limited,36716
1492,KODYTECH,Kody Technolab Limited,36649
1493,MEGASTAR,Megastar Foods Limited,36619
1494,MAHEPC,Mahindra EPC Irrigation Limited,36594
1495,MIRCELECTR,MIRC Electronics Limited,36491
1496,RANASUG,Rana Sugars Limited,36396
1497,BEWLTD,BEW Engineering Limited,36320
1498,SRGHFL,SRG Housing Finance Limited,36238
1499,DRONE,Drone Destination Limited,36171
1500,DYNPRO,Dynemic Products Limited,36079
1501,STARPAPER,Star Paper Mills Limited,36071
1502,ASAHISONG,Asahi Songwon Colors Limited,36045
1503,DEVIT,Dev Information Technology Limited,36023
1504,INSPIRISYS,Inspirisys Solutions Limited,35952
1505,SHREYANIND,Shreyans Industries Limited,35772
1506,NILAINFRA,Nila Infrastructures Limited,35647
1507,URAVI,Uravi T and Wedge Lamps Limited,35596
1508,AYMSYNTEX,AYM Syntex Limited,35521
1509,REPL,Rudrabhishek Enterprises Limited,35509
1510,ROXHITECH,Rox Hi Tech Limited,35453
1511,PRAXIS,Praxis Home Retail Limited,35425
1512,HINDMOTORS,Hindustan Motors Limited,35263
1513,PONNIERODE,Ponni Sugars (Erode) Limited,35168
1514,SCPL,Sheetal Cool Products Limited,35123
1515,SKP,SKP Bearing Industries Limited,35026
1516,EMKAY,Emkay Global Financial Services Limited,35001
1517,SMLT,Sarthak Metals Limited,34943
1518,STARTECK,Starteck Finance Limited,34840
1519,COASTCORP,Coastal Corporation Limited,34822
1520,SINTERCOM,Sintercom India Limited,34768
1521,TIPSFILMS,Tips Films Limited,34654
1522,SOLEX,Solex Energy Limited,34560
1523,PREMIERPOL,Premier Polyfilm Limited,34376
1524,AIRAN,Airan Limited,34318
1525,CAREERP,Career Point Limited,34303
1526,PROV,Proventus Agrocom Limited,34275
1527,SAKHTISUG,Sakthi Sugars Limited,34110
1528,TAKE,Take Solutions Limited,34099
1529,IZMO,IZMO Limited,33731
1530,KNAGRI,KN Agri Resources Limited,33499
1531,PPAP,PPAP Automotive Limited,33397
1532,PASUPTAC,Pasupati Acrylon Limited,33336
1533,BHAGYANGR,Bhagyanagar India Limited,33211
1534,PRECOT,Precot Limited,32844
1535,ZODIACLOTH,Zodiac Clothing Company Limited,32817
1536,MHLXMIRU,Mahalaxmi Rubtech Limited,32801
1537,ASHIMASYN,Ashima Limited,32774
1538,SAH,Sah Polymers Limited,32761
1539,INFINIUM,Infinium Pharmachem Limited,32703
1540,SHERA,Shera Energy Limited,32576
1541,RVHL,Ravinder Heights Limited,32494
1542,LOYALTEX,Loyal Textile Mills Limited,32489
1543,UCAL,UCAL LIMITED,32474
1544,DCMNVL,DCM Nouvelle Limited,32406
1545,MANORG,Mangalam Organics Limited,32399
1546,HARRMALAYA,Harrisons  Malayalam Limited,32075
1547,ESSENTIA,Integra Essentia Limited,31992
1548,LGHL,Laxmi Goldorna House Limited,31663
1549,GSS,GSS Infotech Limited,31511
1550,MANAKSTEEL,Manaksia Steels Limited,31293
1551,VISHWARAJ,Vishwaraj Sugar Industries Limited,31171
1552,LGBFORGE,LGB Forge Limited,31085
1553,BASML,Bannari Amman Spinning Mills Limited,30832
1554,MURUDCERA,Murudeshwar Ceramics Limited,30752
1555,JAYSREETEA,Jayshree Tea & Industries Limited,30726
1556,GUJAPOLLO,Gujarat Apollo Industries Limited,30721
1557,DELPHIFX,DELPHI WORLD MONEY LIMITED,30691
1558,PILITA,PIL ITALICA LIFESTYLE LIMITED,30668
1559,ELECTHERM,Electrotherm (India) Limited,30589
1560,ABAN,Aban Offshore Limited,30554
1561,TEMBO,Tembo Global Industries Limited,30330
1562,INDTERRAIN,Indian Terrain Fashions Limited,30074
1563,SURANI,Surani Steel Tubes Limited,30024
1564,KRITIKA,Kritika Wires Limited,29957
1565,HINDCON,Hindcon Chemicals Limited,29665
1566,PRITIKAUTO,Pritika Auto Industries Limited,29653
1567,AARON,Aaron Industries Limited,29545
1568,MWL,Mangalam Worldwide Limited,29536
1569,VIRINCHI,Virinchi Limited,29401
1570,RAJMET,Rajnandini Metal Limited,29169
1571,ZODIAC,Zodiac Energy Limited,29040
1572,KMSUGAR,K.M.Sugar Mills Limited,29026
1573,ELGIRUBCO,Elgi Rubber Company Limited,28954
1574,MARALOVER,Maral Overseas Limited,28744
1575,ZEAL,Zeal Global Services Limited,28616
1576,USASEEDS,Upsurge Seeds Of Agriculture Limited,28596
1577,RAJTV,Raj Television Network Limited,28397
1578,PARAGON,Paragon Fine and Speciality Chemical Limited,28371
1579,MCLEODRUSS,Mcleod Russel India Limited,28360
1580,PRITI,Priti International Limited,28059
1581,GULFPETRO,GP Petroleums Limited,27939
1582,TRF,TRF Limited,27913
1583,MEP,MEP Infrastructure Developers Limited,27884
1584,EQUIPPP,Equippp Social Impact Technologies Limited,27836
1585,MANOMAY,Manomay Tex India Limited,27606
1586,SUPERHOUSE,Superhouse Limited,27436
1587,SECL,Salasar Exteriors and Contour Limited,27230
1588,GOYALSALT,Goyal Salt Limited,27119
1589,EFORCE,Electro Force (India) Limited,27086
1590,NECCLTD,North Eastern Carrying Corporation Limited,27035
1591,PROPEQUITY,P. E. Analytics Limited,26818
1592,FROG,Frog Cellsat Limited,26761
1593,BAIDFIN,Baid Finserv Limited,26655
1594,ARIES,Aries Agro Limited,26600
1595,KRISHCA,Krishca Strapping Solutions Limited,26554
1596,PAR,Par Drugs And Chemicals Limited,26541
1597,SELMC,SEL Manufacturing Company Limited,26342
1598,SUNDRMBRAK,Sundaram Brake Linings Limited,26293
1599,RANEENGINE,Rane Engine Valve Limited,25943
1600,RAMANEWS,Shree Rama Newsprint Limited,25816
1601,SUPREMEPWR,Supreme Power Equipment Limited,25716
1602,KAPSTON,Kapston Services Limited,25380
1603,IRIS,Iris Business Services Limited,25208
1604,ABINFRA,A B Infrabuild Limited,25204
1605,KANPRPLA,Kanpur Plastipack Limited,25129
1606,SEJALLTD,Sejal Glass Limited,25038
1607,TARACHAND,Tara Chand InfraLogistic Solutions Limited,25001
1608,RUCHINFRA,Ruchi Infrastructure Limited,24998
1609,GINNIFILA,Ginni Filaments Limited,24667
1610,BTML,Bodhi Tree Multimedia Limited,24661
1611,AHLEAST,Asian Hotels (East) Limited,24641
1612,SVLL,Shree Vasu Logistics Limited,24480
1613,SPECTSTM,Spectrum Talent Management Limited,24409
1614,RHL,Robust Hotels Limited,24407
1615,LAL,Lorenzini Apparels Limited,24399
1616,BYKE,The Byke Hospitality Ltd,24279
1617,COMPUSOFT,Compucom Software Limited,23975
1618,AKSHARCHEM,AksharChem India Limited,23975
1619,SARTELE,Sar Televenture Limited,23963
1620,RPPL,Rajshree Polypack Limited,23917
1621,ALMONDZ,Almondz Global Securities Limited,23914
1622,INTENTECH,Intense Technologies Limited,23902
1623,MGEL,Mangalam Global Enterprise Limited,23862
1624,HILTON,Hilton Metal Forging Limited,23846
1625,NDGL,Naga Dhunseri Group Limited,23799
1626,DUCON,Ducon Infratechnologies Limited,23785
1627,SJLOGISTIC,S J Logistics (India) Limited,23752
1628,GILLANDERS,Gillanders Arbuthnot & Company Limited,23711
1629,CANARYS,Canarys Automations Limited,23597
1630,MAHESHWARI,Maheshwari Logistics Limited,23589
1631,CORALFINAC,Coral India Finance & Housing Limited,23577
